MAE,RMSE,MMRE,PRED
3.782614833941936,5.532096342808442,3.241633700491842,100.0
2.718646100577197,3.822238371289218,2.554580836205236,100.0
4.080073759698018,5.41690998739652,1.9890436577016213,100.0
8.339638162288919,11.53720170177264,5.066785364109546,99.46091644204851
5.909029542830461,8.047794150720419,3.2630371354936347,99.58071278825996
6.43880334449142,8.597148621559676,3.8182018306737255,99.65753424657534
7.496146195796189,9.940529032937569,3.981954026644528,99.7364953886693
3.178980557358291,4.422256623154582,2.146950405693919,99.76662777129522
4.812125511100406,7.706257303918167,3.3996775738239458,99.70355731225295
4.631047410566857,5.5751534748736296,3.831218487299864,99.71671388101984
5.78431173598532,8.3161011763462,4.169141331067372,99.72972972972973
5.106216890954415,6.560426222776172,3.18716274506283,99.75369458128078
6.109924018697996,9.509772508058376,2.437642272551793,99.7695852534562
2.3020720988523906,3.1710531572890885,2.064393254488888,99.78070175438596
3.0331807719020194,3.764664549203657,2.975902913152343,99.7887323943662
6.841241400927643,10.87007463681994,3.346086807391442,99.72752043596728
3.6231204023509536,4.899846692686707,3.537748959007004,99.74554707379136
12.712840359828336,16.246826745929106,6.81634095771554,99.70326409495549
6.643827514102296,9.289228767786136,4.313545521587794,99.66666666666669
5.6149980134728,7.5379588225100544,4.120763754756491,99.69434538970962
4.6050157475597855,6.762518974159793,3.114287189728683,99.65953307392996
4.301982811683264,5.758485695556928,1.9502786152333875,99.66618979494515
3.5402331443689685,5.192995680970326,2.298392732732286,99.68930315135374
5.638942790085233,7.126511647944114,2.9242304404030235,99.70149253731344
4.459639751210367,6.066478712228244,2.224775232316081,99.70796829370046
5.93140814910373,8.03329492774521,3.0773253067863537,99.71428571428572
4.033823055236852,5.6414505816848814,3.452426769193178,99.71966359631558
7.007695690735567,8.862576404982622,4.133624712104209,99.73004242190513
5.744854051437902,8.938558915139417,3.654369826802496,99.73634651600752
4.583123533969569,5.769795084808411,3.478873403466587,99.74160206718346
5.156424490576283,7.36099297347145,4.207966085355757,99.71560611446854
3.9746332093883447,5.393100859027939,3.531392125168952,99.72076788830717
3.865561289541199,5.880515572802347,3.4860948297638914,99.72593353888318
1.972454762659378,3.023136280849924,2.3252818005852056,99.73045822102424
5.611334182471055,8.108968848510827,4.42979575439024,99.74025974025976
5.4054552944960825,8.170988994996,4.637853508732081,99.74457215836526
5.840649448492892,7.506241850593929,3.997837679060508,99.74882260596546
5.693941088912749,7.500293636888849,3.3498257372986946,99.7580889023284
6.328393653588522,8.788966081608027,3.6152110731065896,99.76282241328197
5.392417096086556,7.109902636402756,2.7558535276708898,100.0
3.2997027845416715,4.804393743186755,3.0141731510927112,100.0
5.895784970244863,8.944892080569064,5.0369844737609535,99.66329966329968
3.817885263382213,5.374255496578123,2.2569812706083465,99.74874371859298
5.044511012504605,6.97217734066344,2.643923838848315,99.79757085020243
3.467069025960853,4.796765063963923,1.707434377102217,99.82876712328768
4.080127176046392,6.854595506157822,4.0505234887831065,99.68253968253968
5.244396838271884,7.6643763975232595,2.928402548058808,99.55156950672644
4.737526495578764,6.184925367864779,2.6285069773891663,99.57507082152976
6.8882062044464965,9.469650265395792,3.4163893070293496,99.60474308300395
3.2351010343565214,3.969295774577093,2.3914917541772005,99.63099630996312
5.220985250084485,6.387453717788972,4.535438020913036,99.65870307167236
8.396424576659795,10.9380076619796,4.33285955067239,99.69879518072288
2.3322064859608838,3.145781519280028,2.5177435381970814,99.7131931166348
4.841454684198105,6.520947922105699,2.6335982409310046,99.6527777777778
4.064644089556013,5.700916349072762,2.9962834630441524,99.66832504145935
3.737585917015547,4.505388270025357,3.833317556323582,99.68279143536876
8.50099887293456,10.645980677788469,4.412528485512777,99.70501474926252
7.361289946434702,11.364452957375724,3.831373357509552,99.72752043596728
5.257350762200286,6.982822866986358,3.9396582494807832,99.7363216875412
4.74002011891314,7.202393701671202,4.680304949335859,99.62871287128714
7.757936305945942,10.180038625183045,3.4724123412142807,99.63963963963964
6.681625436256998,9.391783887716576,3.8776397490080745,99.65095986038396
4.847967027987483,7.90874695484367,4.046350779887423,99.55947136563876
